row_id,source_system,customer_entity_id,customer_canonical_name,customer_core_name,customer_suffix,customer_tax_id,customer_country,supplier_entity_id,supplier_canonical_name,supplier_core_name,supplier_suffix,supplier_tax_id,supplier_country,relationship_type_norm,last_updated_iso,notes
1150,portal_v1,E227,Horizon Dyeworks AŞ,horizon dyeworks,as,5797626609,TR,E450,"Stonebridge Alloys Co, Ltd",stonebridge alloys,co ltd,1043205340,VN,logistics,2025-03-12,Confirmación pendiente por parte del proveedor
1151,legacy_manual_import,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,26242393,VN,E034,ANATOLIAN POLYMERS SARL,anatolian polymesr,sarl,413403018954648,MA,packaging,2023-09-02,Pending re-confirmation
1152,legacy_manual_import,E368,pacific machinery lda.,pacific machinery lda,,PT721441525,PT,E144,CORNERSTONE FOUNDRY S.R.L.,cornerstone foundry s r l,,,,raw_material,2022-04-11,Fournisseur validé lors de l'audit 2022
1153,portal_v1,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,E452,"Stonebridge Machinery Co., Ltd.",stonebridge machinery,co ltd,5P1Y30A5PDSXVR247B,CN,raw_material,2024-06-04,
1154,legacy_manual_import,E183,Global Alloys SARL,global alloys,sarl,,FR,E084,Baltic Trading Ltd.,baltic trading,ltd,GB261367723,,raw_material,2025-10-04,Fornecedor homologado em 2023
1155,portal_v2,E204,Golden Tooling Sp. z o.o.,golden tooling,sp z o o,PL2144229485,PL,E319,Nordic Materials GmbH,nordic materials,gmbh,DE502141043,DE,materia_prima,2024-03-26,
1156,portal_v2,E170,Danube Tooling S.r.l.,danube tooling s r l,,IT40418653428,IT,E494,United Leather Sp z oo,united leather,sp z oo,PL0846433592,,raw_material,2022-04-30,
1157,legacy_manual_import,E383,prime packaging sarl,prime packaging,sarl,FR39133626704,FR,E475,Sunrise Components Pvt .Ltd.,sunrise components,pvt ltd,60OBGEY5507A1Z5,IN,raw_material,2025-09-29,Société certifiée ISO 9001
1158,legacy_manual_import,E190,Global Electronics S.A.,global electronics,s a,ES50165258A,,E397,"REDSTONE PLASTICS CO., LTD.",redstone plastics,co ltd,2955705581,VN,logistics,,Şirket 2021'de denetlendi
1159,portal_v1,E232,Horizon Manufacturing AG,horizon manufactuirng,ag,DE431839337,DE,E492,UNITED FOUNDRY LDA.,united foundry lda,,PT323269615,PT,packaging,2022-03-19,
1160,portal_v1,E223,Horizo nAlloys SARL,horizo nalloys,sarl,381866192115924,MA,E340,Northgate Trading SARL,northgate trading,sarl,FR81767886857,FR,subcontracted_labor,2022-12-10,
1161,portal_v2,E527,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,E229,HORIZON MACHINERY S.P.A.,horizon machinery s p a,,93706601345,IT,materia_prima,2024-06-19,Fournisseur validé lors de l'audit 2022
1162,portal_v2,E127,Copperfield Metals A.Ş.,copperfield metals,a s,9918536797,TR,E520,Westport Manufactuirng S.p.A.,westport manufactuirng s p a,,IT14525569325,IT,raw_material,2024-08-27,
1163,portal_v1,E215,highland plastics s.p.a.,highland plastics s p a,,IT24406348066,,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,raw_material,2025-04-18,
1164,portal_v1,E327,Northgate Machinery Ltd.,northgate machinery ldt,,GB144982519,,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,54004320,TR,dyeing,2022-04-15,
1165,portal_v2,E093,Bluewater Manufacturing S.r.l.,bluewater manufacturing s r l,,IT10862914220,IT,E372,Pcaific Weaving S.L.,pcaific weaving,s l,ES36664405A,ES,raw_material,2024-10-04,
1166,legacy_manual_import,E061,Apex Industries A.Ş.,apex industries,a s,,TR,E042,Andean Components .BV.,andean components,bv,NL029205177B36,NL,raw_material,2023-10-11,"Data provided via phone, not verified"
1167,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E048,andean plastics s.r.l.,andean plastics s r l,,IT09674857331,IT,raw_material,2024-04-08,Şirket 2021'de denetlendi
1168,portal_v2,E517,Westport Electronics SARL,westport electronics,sarl,394225258329500,MA,E121,Copperfield Fasteners GmbH,copperfield fasteners,gmbh,DE713595939,,raw_material,2022-02-25,Société certifiée ISO 9001
1169,portal_v2,E207,Highland Components SAS,highland components sas,,FR34285656538,FR,E106,CONTINENTAL PACKAGING S.P.A.,continental packaging s p a,,IT26573980619,IT,subcontracted_labor,2023-05-23,Confirmación pendiente por parte del proveedor
1170,portal_v2,E156,crestwood metals sarl,crestwood metals,sarl,976694569801375,MA,E232,Horizon Manufacturing AG,horizon manufacturing,ag,,DE,subcontracted_labor,2022-03-31,"Data provided via phone, not verified"
1171,portal_v2,E313,Nordci Materials GmbH,nordic materials,gmbh,DE502141043,,E342,Northgate Tradnig S.A.,northgate tradnig,s a,ES71132831E,,dyeing,2025-05-17,Fournisseur validé lors de l'audit 2022
1172,portal_v1,E021,Alpine Plastics A.Ş.,alpine plastics,as,0683495249,TR,E117,Copperfield Dyeworks Pvt. Ltd.,copperfield dyeworks,pvt ltd,56IJOUL3230A1Z5,IN,raw_material,,
1173,legacy_manual_import,E032,Anatolian Metals SARL,anatolina metals,sarl,FR62182564559,FR,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z o o,PL4837332964,PL,subcontracted_labor,,
1174,portal_v1,E079,baltic foundry b.v.,baltic foundry,bv,NL127387209B07,,E257,Iberian Materials AG,iberian materials,ag,DE817466807,,raw_material,2022-04-18,
1175,portal_v1,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E379,"Premier Metals Co, Ltd",premier metals,co ltd,NWJ0XPEEVPEXGSBTWU,CN,logistics,2023-10-27,
1176,portal_v1,E328,Northgate Machinery Ldt.,northgate machinery,ltd,GB144982519,GB,E376,Premier Dyeworks A.Ş.,premier dyeworks,a s,6954004320,TR,raw_material,2022-05-11,Société certifiée ISO 9001
1177,portal_v2,E374,PREMIER COATINGS A.Ş.,premier coatings,a s,4752892539,TR,E221,highland weaving a.ş.,highland weaving,a s,8152837670,TR,dyeing,2024-02-06,Confirmación pendiente por parte del proveedor
1178,portal_v1,E155,Crestwood Group Ltd.,crestwood group,ltd,GB595122698,GB,E391,Redstone Chemicals AŞ,redstone chemicals,a s,,TR,finishing,2023-02-12,Şirket 2021'de denetlendi
1179,legacy_manual_import,E045,andean leather pvt. ltd.,andean leather,pvt ltd,02HCGCH6332A1Z5,IN,E461,SUMMIT LEATHER B.V.,summit leather b v,,NL516371548B32,NL,logistics,2024-07-26,
1180,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E213,Highland Plastics S.p.A.,highland plastics s p a,,IT24406348066,IT,packaging,2023-08-06,Contact information outdated
1181,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E195,"Global Plastics Co., Ltd.",global plastics,co ltd,7PQ2DJE7EWKPVSC0BR,CN,component,2023-03-23,
1182,portal_v1,E527,Westport Trading A.Ş.,westport trading,a s,9238434939,TR,E375,Premier Coatings SARL,premier coatings,sarl,329449379788765,MA,materia_prima,2024-06-09,Fournisseur validé lors de l'audit 2022
1183,portal_v1,E374,PREMIER COATINGS A.Ş.,premier coatings,as,4752892539,TR,E470,Summit Tooling S.L.,summit tooilng,s l,ES17820269F,ES,materia_prima,2022-07-12,
1184,legacy_manual_import,E338,NorthGate Textiles S.A.,northgate textiles,s a,,,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,packaging,2023-11-20,Backup supplier - low volume
1185,legacy_manual_import,E046,"Andean Leather Co., Ltd.",andean leather c o,ltd,DNCWF820JL0Q221BH9,CN,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,logistics,2024-05-28,Contact information outdated
1186,portal_v1,E327,Northgate Machinery Ltd.,northgate machinery,ltd,GB144982519,,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,raw_material,2022-09-22,
1187,portal_v1,E440,southbay electronics s.a.,southbay electronics,s a,ES78333840D,ES,E002,###,,,,PT,subcontracted_labor,2022-03-24,
1188,legacy_manual_import,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT25339655,PT,E175,EASTFIELD GROUP GMBH,eastfield grou pgmbh,,DE632131355,DE,materia_prima,2022-12-10,Confirmación pendiente por parte del proveedor
1189,legacy_manual_import,E021,Alpine Plastics A.Ş.,alpine plastics,a s,0683495249,TR,E118,Copperfield Dyeworks Pvt. Ldt.,copperfield dyeworks pvt ldt,,,IN,logistics,2023-08-15,Fornecedor homologado em 2023
1190,portal_v2,E405,RHINE TOOLING AG,rhine tooling,ag,DE535425961,,E080,Baltic Foundry B.V.,baltic foundry,bv,,NL,components,2023-09-18,
1191,portal_v2,E090,Bluewater Dyeworks SAS,bluewater dyeworks sas,,FR60253625246,FR,E395,Redstone Manufacturing GmbH,redstone manufacturing,gmbh,DE473445968,DE,logistics,2022-03-28,
1192,portal_v2,E040,Andean Assemblies SpA,andean assemblies spa,,,,E368,pacific machinery lda.,pacific machinery lda,,PT316553290,PT,raw_material,2022-04-28,
1193,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,materia_prima,,Şirket 2021'de denetlendi
1194,portal_v2,E134,Cornerstone Alloys BV,cornerstone alloys b v,,NL683629854B33,,E178,Eastfield Macihnery S.p.A.,eastfield machinery s p a,,IT76445972558,IT,raw_material,2022-11-18,
1195,portal_v2,E501,VANTAGE ALLOYS SARL,vantage allosy,sarl,193008687593586,MA,E504,Vantage Assemblies SAS,vantage assemblies sas,,FR03191475196,FR,materia_prima,2025-04-20,Fornecedor homologado em 2023
1196,portal_v2,E039,Andean Assemblies .Sp.A.,andean assemblies spa,,IT38826320735,IT,E083,BALTIC METALS SARL,baltic metals,sarl,341339581700446,MA,raw_material,2025-05-23,
1197,legacy_manual_import,E134,Cornerstone Alloys BV,cornerstone alloys b v,,NL683629854B33,,E485,Uinted Fasteners GmbH,uinted fasteners,gmbh,DE265604717,DE,raw_material,2024-01-28,
1198,portal_v2,E030,Anatolian Machinery A.Ş.,anatolian machinery,a s,3715490387,TR,E090,Bluewater Dyeworks SAS,bluewater dyeworks sas,,FR60253625246,FR,raw_material,2023-07-09,segÃºn acuerdo
1199,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E403,Rhine Packaging Lda.,rhine packaging lda,,PT928840726,PT,raw_material,2023-09-06,
1200,portal_v2,E239,HORIZON SOLUTIONS SP. Z O.O.,horizon solutions,sp z o o,PL4837332964,PL,E348,Oakridge Group SARL,oakridge group,sarl,,FR,dyeing,2023-07-25,
1201,portal_v1,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E294,meridian fasteners ltd.,meridian fasteners,ltd,,,raw_material,2025-02-10,
1202,portal_v2,E223,Horizo nAlloys SARL,horizo nalloys,sarl,381866192115924,MA,E287,Lakeside Packgaing S.L.,lakeside packaging,s l,ES61385815B,ES,packaging,2023-01-23,
1203,portal_v2,E220,"Highland oToling Co., Ltd.",highland tooling,co ltd,G9GDNTQUXZJWLN2EV6,CN,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,ES,raw_material,2022-12-14,
1204,portal_v2,E336,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,,E206,Golden Tooling Sp. z o.o.,godlen tooling,sp z o o,PL2144229485,,packaging,2024-09-13,Contrato renovado según acuerdo marco
1205,portal_v1,E507,vantage circuits s.p.a.,vantage circuits s p a,,IT53333151593,,E458,Summit Foundry Sp. z o.o.,summit foundry s p z o o,,PL3439241666,PL,raw_material,2022-03-08,Société certifiée ISO 9001
1206,portal_v2,E318,Nordic Fibers SAS,nordic fibers sas,,FR32114540305,FR,E516,VANTAGE TOOLING LDA.,vantage tooling lda,,PT501617122,PT,dyeing,2024-09-06,Fournisseur validé lors de l'audit 2022
1207,portal_v2,E366,PACIFIC DYEWORKS B.V.,pacific dyeworks b v,,,,E282,LAKESIDE INDUSTRIES LDA.,lakeside industries lda,,,PT,packaging,2025-01-14,
1208,portal_v2,E390,Redstone Chemicals Lda.,redstone chemicals lda,,PT253396557,PT,E224,Horizon Alloys SARL,horizon alloys,sarl,381866192115924,MA,logistics,2023-11-23,
1209,portal_v1,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,E527,Westport Trading A.Ş.,westport trading,a s,,TR,raw_material,2023-07-23,
1210,portal_v1,E336,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,,E327,Northgate Machinery Ltd.,northgate machinery,ltd,GB144982519,,raw_material,2025-01-15,Société certifiée ISO 9001
1211,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E517,Westport Electronics SARL,westoprt electronics,sarl,394225258329500,MA,raw_material,2025-06-30,
1212,portal_v2,E421,Silverline Chemicals SAS,silverline chemicals sas,,FR67254489366,FR,E409,Riverside Metals Inc.,riverside metals,inc,964638761,US,materia_prima,2024-11-04,Fornecedor homologado em 2023
1213,portal_v1,E404,Rhine Tooling AG,rhine tooilng,ag,DE535425961,DE,E362,PACIFIC COATINGS LTD.,pacific coatings,ltd,GB202514640,,component,2024-05-15,"Data provided via phone, not verified"
1214,portal_v2,E324,Northgate Circuits Ltd.,northgate circuits,ltd,GB715429489,GB,E261,Iberian Plastics SL,iberian platsics,s l,,ES,raw_material,2024-08-20,
1215,portal_v2,E337,NorthGate Textiles S.A.,northgate textiles,s a,ES60227680G,ES,E344,Oakridge Fasteners Lda.,oakridge fasteners lda,,PT175750309,PT,raw_material,2025-03-07,"Data provided via phone, not verified"
1216,portal_v2,E440,southbay electronics s.a.,southbay electronics,s a,ES78333840D,ES,E098,Bluewater Tooling Pvt. Ltd.,bluewater toolnig,pvt ltd,11OPZCC7788A1Z5,IN,raw_material,2024-03-02,Contrato renovado según acuerdo marco
1217,portal_v1,E470,Summit Tooling S.L.,summit tooling,sl,ES17820269F,ES,E165,danube plastics s.a.,danube plastics,s a,ES39891810F,ES,raw_material,2023-11-23,Confirmación pendiente por parte del proveedor
1218,portal_v1,E024,Alpine Weaving S.L.,alpine weaving,s l,ES88454746C,,E012,Aepx Industries A.Ş.,aepx industries,a s,6656315572,TR,raw_material,2022-06-19,Confirmación pendiente por parte del proveedor
1219,legacy_manual_import,E124,Copperfield Group S.L.,copperfield group,s l,ES02793116B,ES,E476,Sunrise Foundry BV,sunrise foundry,bv,NL757190566B03,NL,raw_material,2023-12-07,Fornecedor homologado em 2023
1220,portal_v2,E080,Baltic Foundry B.V.,baltic foundry b v,,NL127387209B07,NL,E257,Iberian Materials AG,iberian materials,ag,DE817466807,,component,2022-03-01,
1221,portal_v2,E421,Silverline Chemicals SAS,silverline chemicals sas,,,FR,E409,Riverside Metals Inc.,riverside metals,inc,964638761,US,components,2022-03-02,
1222,portal_v2,E016,Alpine Coatings SARL,alpine coatings,sarl,102439281045618,MA,E009,-,,,06JURYD6700A1Z5,IN,raw_material,2023-06-12,
1223,portal_v1,E318,Nordic Fibers SAS,nordicf ibers sas,,FR32114540305,FR,E519,"Westport Leather Co., Ltd.",westport leather,co ltd,6M9BNZNYHPA3BGKNER,CN,raw_material,2022-08-11,
1224,portal_v2,E486,"UNITED ASSEMBLIES CO., LTD.",united assemblies,co ltd,6926242393,VN,E034,ANATOLIAN POLYMERS SARL,anatolian polymers,sarl,413403018954648,MA,raw_material,2024-01-04,Fournisseur validé lors de l'audit 2022
1225,portal_v2,E255,IBERIAN MATERIALS AG,iberian materials,ag,DE817466807,DE,E060,"Apex Components Co., Ltd.",apex components,co ltd,WCF8F792RN2BJZLJUT,CN,raw_material,2024-02-12,
1226,portal_v2,E416,Royal Machinery Inc.,royal machinery,inc,227342425,US,E399,RHINE ASSEMBLIES INC.,rhine assemblies,inc,247759986,US,logistics,2025-01-23,Backup supplier - low volume
1227,portal_v2,E224,Horizon Alloys SARL,horizon alloys,sarl,381866192115924,MA,E355,Oakridge Textile sB.V.,oakridge textile sb v,,,NL,materia_prima,2025-07-08,
1228,portal_v2,E211,Highland Machinery Ltd.,highland machinery,ltd,GB485329247,,E240,Horizon Solutions Inc.,horizon solutions,inc,943330230,US,logistics,2025-06-16,
1229,portal_v2,E155,Crestwood Group Ltd.,crestwood group,ltd,,GB,E312,millbrook tooling sarl,millbrook tooling,sarl,671609145861330,MA,finishing,2022-05-05,
1230,portal_v2,E035,Anatolian Yarns Sp. z o.o.,anatolian yarns,sp z o o,PL0677017673,,E480,Sunrise Weaving A.Ş.,sunrise weaving,a s,,TR,materia_prima,2022-01-06,Contrato renovado según acuerdo marco
1231,portal_v2,E104,Continental Fasteners SARL,continental fasteners,sarl,524296237088409,MA,E195,"Global Plastics Co., Ltd.",global plastics,co ltd,,CN,raw_material,2025-08-01,Fornecedor homologado em 2023
1232,portal_v2,E274,IRONGATE LOGISTICS B.V.,irongate logistics b v,,NL511393683B38,NL,E110,"Continental Tooling Co., Ltd.",continental tooling,co ltd,EJ377BC7RJZUZ0NFWL,CN,raw_material,2023-08-16,Société certifiée ISO 9001
1233,portal_v2,E289,Meridian Assebmlies Sp. z o.o.,meridian assemblies,sp z o o,PL3793702943,PL,E013,Alpine Assemblies A.Ş.,alpine assemblies,as,,TR,raw_material,2023-05-13,
1234,portal_v2,E090,Bluewater Dyeworks SAS,bluewater dyeworks sas,,FR60253625246,FR,E395,Redstone Manufacturing GmbH,redstone manufacturing gbmh,,DE473445968,DE,raw_material,2024-08-29,
1235,portal_v2,E210,Highland Machinery tLd.,highland machinery,ltd,,GB,E164,Danub ePlastics Ltd.,danube plastics,ltd,,GB,component,2023-03-07,
1236,portal_v2,E446,Southbay Logistics S.r.l.,southbay logistics srl,,,IT,E522,Westport Manufacturing B.V.,westport manufacturing b v,,NL521295413B38,,finishing,2024-07-10,Backup supplier - low volume
1237,portal_v2,E478,Sunrise Leather SARL,sunrise leather,sarl,FR17861973435,FR,E277,Irongate Steel AG,irognate steel,ag,DE851882729,DE,component,2022-12-27,
1238,portal_v1,E183,Global Alloys SARL,global alloys asrl,,FR02653954607,FR,E109,Contienntal Textiles Pvt. Ltd.,continental textiles,pvt ltd,29YKHST4465A1Z5,IN,materia_prima,2024-02-27,Şirket 2021'de denetlendi
1239,portal_v2,E080,Baltic Foundry B.V.,baltic foundry,bv,,NL,E075,Atlantic Trading B.V.,atlantic trading b v,,NL274449316B37,NL,raw_material,2022-08-03,Backup supplier - low volume
1240,portal_v2,E350,Oakridge Logistics A.Ş.,oakridge logistics,as,7963609841,TR,E300,Meridian Weaving Pvt. Ltd.,meridian weaving,pvt ltd,0VZKDB3713A1Z5,IN,logistics,2023-02-19,
1241,portal_v2,E328,Northgate Machinery Ldt.,northgate machinery,ltd,GB144982519,GB,E343,OAKRIDGE ASSEMBLIES INC.,oakridge assemblies,inc,,US,materia_prima,2025-09-14,
1242,legacy_manual_import,E068,Atlantic Logistics S.r.l.,atlanti clogistics s r l,,IT04077145284,,,,,,IT4064690723,IT,subcontracted_labor,2024-06-10,Contact information outdated
1243,portal_v2,E369,Pacific Metals Inc.,pacific metals,inc,117347262,US,E306,Millbrook Components A.Ş.,millbrook component sa s,,8678162734,TR,components,,Fournisseur validé lors de l'audit 2022
1244,portal_v2,E207,Highland Components SAS,highland components sas,,FR34285656538,FR,E322,Northgat eAssemblies Inc.,northgate assemblies,inc,553358029,US,packaging,2024-02-29,
1245,portal_v2,E424,SILVERLINE LEATHER S.L.,silverline leather,s l,ES95639376A,ES,E331,Northgate Polymers S.r.l.,northgate polymers s r l,,,IT,raw_material,2022-10-23,Société certifiée ISO 9001
1246,legacy_manual_import,E337,NorthGate Textiles S.A.,notrhgate textiles,s a,ES60227680G,ES,E215,highland plastics s.p.a.,hihgland plastics s p a,,IT24406348066,,materia_prima,2023-12-08,
1247,legacy_manual_import,E254,Iberian Machinery Ltd.,iberian machinery,ltd,GB910116526,,E163,DANUBE COMPONENTS SP. Z O.O.,danube components,sp z o o,8781446242,PL,component,2023-07-28,
1248,portal_v2,E133,Cornerstone Alloys B.V.,cornerstone alloys,bv,NL683629854B33,NL,E491,United Fasteners GmbH,united fasteners,gmbh,DE265604717,,logistics,2023-10-22,Fournisseur validé lors de l'audit 2022
1249,legacy_manual_import,E517,Westport Electronics SARL,westoprt electronics,sarl,394225258329500,MA,E478,Sunrise Leather SARL,sunrise leather,sarl,FR17861973435,FR,logistics,2025-09-15,Confirmación pendiente por parte del proveedor
1250,legacy_manual_import,E068,Atlantic Logistics S.r.l.,atlantic logistics s r l,,IT04077145284,,E449,Southbay Yarns A.Ş.,southbay yarns,a s,0992964398,TR,components,2024-03-07,
1251,portal_v2,E412,Royal Coatings S.L.,royal coatings,s l,ES73413748E,ES,E025,ALPINE YARNS S.A.,alpine yarns,sa,ES38927331G,ES,components,2025-07-17,
1252,portal_v2,E046,"Andean Leather Co., Ltd.",andean leather,co ltd,DNCWF820JL0Q221BH9,CN,E283,lakeside materials inc.,lakeside materials,inc,705466589,US,raw_material,2022-02-24,
1253,portal_v1,E075,Atlantic Trading B.V.,atlantic trading,bv,,NL,E333,Northgate Solutions A.Ş.,northgate solutions,a s,0832460819,TR,materia_prima,2023-03-19,Confirmación pendiente por parte del proveedor
1254,portal_v2,E353,OAKRIDGE PLASTICS PVT. LTD.,oakridge plastics,pvt ltd,,IN,E271,Irongate Electronics Inc.,irongate electronics,inc,178899452,US,finishing,2022-08-16,Confirmación pendiente por parte del proveedor
1255,portal_v2,E403,Rhine Packaging Lda.,rhine packaging lda,,,PT,E276,Irongate Logistics B.V.,irongate logistics b v,,NL511393683B38,,subcontracted_labor,2025-02-20,
